crime_code,crime_description,crime_domain
257,DOMESTIC VIOLENCE,Violent Crime
508,FRAUD,Other Crime
479,CYBERCRIME,Other Crime
362,DRUG OFFENSE,Other Crime
233,SHOPLIFTING,Other Crime
473,KIDNAPPING,Other Crime
135,SEXUAL ASSAULT,Violent Crime
552,PUBLIC INTOXICATION,Other Crime
515,TRAFFIC VIOLATION,Traffic Fatality
329,FIREARM OFFENSE,Fire Accident
100,ILLEGAL POSSESSION,Other Crime
121,VANDALISM,Other Crime
192,SEXUAL ASSAULT,Violent Crime
219,IDENTITY THEFT,Violent Crime
367,DRUG OFFENSE,Other Crime
498,KIDNAPPING,Other Crime
342,SHOPLIFTING,Other Crime
275,FIREARM OFFENSE,Fire Accident
599,COUNTERFEITING,Other Crime
556,KIDNAPPING,Other Crime
587,HOMICIDE,Other Crime
532,EXTORTION,Other Crime
494,FRAUD,Other Crime
594,DRUG OFFENSE,Other Crime
221,SEXUAL ASSAULT,Violent Crime
214,IDENTITY THEFT,Violent Crime
150,ASSAULT,Violent Crime
406,ASSAULT,Violent Crime
360,EXTORTION,Other Crime
263,EXTORTION,Other Crime
491,ASSAULT,Violent Crime
138,ASSAULT,Violent Crime
502,DRUG OFFENSE,Other Crime
457,CYBERCRIME,Other Crime
500,ARSON,Fire Accident
437,FRAUD,Other Crime
557,ASSAULT,Violent Crime
197,SEXUAL ASSAULT,Violent Crime
343,FIREARM OFFENSE,Fire Accident
281,ASSAULT,Violent Crime
229,ASSAULT,Violent Crime
262,VEHICLE - STOLEN,Violent Crime
447,BURGLARY,Other Crime
147,TRAFFIC VIOLATION,Traffic Fatality
199,CYBERCRIME,Other Crime
272,CYBERCRIME,Other Crime
465,VEHICLE - STOLEN,Violent Crime
547,EXTORTION,Other Crime
158,VANDALISM,Other Crime
594,ASSAULT,Violent Crime
216,ILLEGAL POSSESSION,Other Crime
344,EXTORTION,Other Crime
512,SEXUAL ASSAULT,Violent Crime
598,ILLEGAL POSSESSION,Other Crime
459,ASSAULT,Violent Crime
547,ARSON,Fire Accident
320,COUNTERFEITING,Other Crime
359,TRAFFIC VIOLATION,Traffic Fatality
438,SHOPLIFTING,Other Crime
566,VEHICLE - STOLEN,Violent Crime
300,IDENTITY THEFT,Violent Crime
222,FRAUD,Other Crime
134,ROBBERY,Violent Crime
444,CYBERCRIME,Other Crime
388,VEHICLE - STOLEN,Violent Crime
527,CYBERCRIME,Other Crime
276,PUBLIC INTOXICATION,Other Crime
495,SHOPLIFTING,Other Crime
197,ROBBERY,Violent Crime
344,VEHICLE - STOLEN,Violent Crime
230,BURGLARY,Other Crime
139,SEXUAL ASSAULT,Violent Crime
565,PUBLIC INTOXICATION,Other Crime
196,SEXUAL ASSAULT,Violent Crime
165,FIREARM OFFENSE,Fire Accident
116,HOMICIDE,Other Crime
306,FRAUD,Other Crime
333,KIDNAPPING,Other Crime
370,DRUG OFFENSE,Other Crime
287,ILLEGAL POSSESSION,Other Crime
285,BURGLARY,Other Crime
172,ROBBERY,Violent Crime
537,VEHICLE - STOLEN,Violent Crime
508,FRAUD,Other Crime
383,ILLEGAL POSSESSION,Other Crime
322,VEHICLE - STOLEN,Violent Crime
410,HOMICIDE,Other Crime
353,CYBERCRIME,Other Crime
233,ARSON,Fire Accident
221,VANDALISM,Other Crime
271,PUBLIC INTOXICATION,Other Crime
297,TRAFFIC VIOLATION,Traffic Fatality
120,ASSAULT,Violent Crime
561,IDENTITY THEFT,Violent Crime
538,CYBERCRIME,Other Crime
134,BURGLARY,Other Crime
119,PUBLIC INTOXICATION,Other Crime
475,EXTORTION,Other Crime
177,COUNTERFEITING,Other Crime
514,ROBBERY,Violent Crime
537,KIDNAPPING,Other Crime
444,KIDNAPPING,Other Crime
373,TRAFFIC VIOLATION,Traffic Fatality
522,HOMICIDE,Other Crime
164,KIDNAPPING,Other Crime
365,BURGLARY,Other Crime
186,PUBLIC INTOXICATION,Other Crime
153,SHOPLIFTING,Other Crime
426,ARSON,Fire Accident
212,VANDALISM,Other Crime
156,PUBLIC INTOXICATION,Other Crime
120,FRAUD,Other Crime
150,DOMESTIC VIOLENCE,Violent Crime
254,ILLEGAL POSSESSION,Other Crime
230,FIREARM OFFENSE,Fire Accident
326,ASSAULT,Violent Crime
119,COUNTERFEITING,Other Crime
551,SHOPLIFTING,Other Crime
363,COUNTERFEITING,Other Crime
448,FRAUD,Other Crime
304,VANDALISM,Other Crime
312,DRUG OFFENSE,Other Crime
135,KIDNAPPING,Other Crime
463,SEXUAL ASSAULT,Violent Crime
352,FIREARM OFFENSE,Fire Accident
144,PUBLIC INTOXICATION,Other Crime
265,CYBERCRIME,Other Crime
193,SHOPLIFTING,Other Crime
386,IDENTITY THEFT,Violent Crime
283,DOMESTIC VIOLENCE,Violent Crime
261,DOMESTIC VIOLENCE,Violent Crime
296,EXTORTION,Other Crime
533,IDENTITY THEFT,Violent Crime
377,BURGLARY,Other Crime
275,HOMICIDE,Other Crime
141,DOMESTIC VIOLENCE,Violent Crime
292,EXTORTION,Other Crime
202,SHOPLIFTING,Other Crime
527,SEXUAL ASSAULT,Violent Crime
473,SEXUAL ASSAULT,Violent Crime
485,IDENTITY THEFT,Violent Crime
311,DRUG OFFENSE,Other Crime
408,COUNTERFEITING,Other Crime
239,KIDNAPPING,Other Crime
117,HOMICIDE,Other Crime
552,FIREARM OFFENSE,Fire Accident
301,CYBERCRIME,Other Crime
413,VEHICLE - STOLEN,Violent Crime
237,DRUG OFFENSE,Other Crime
477,ASSAULT,Violent Crime
375,FRAUD,Other Crime
188,TRAFFIC VIOLATION,Traffic Fatality
346,IDENTITY THEFT,Violent Crime
103,COUNTERFEITING,Other Crime
265,ASSAULT,Violent Crime
300,TRAFFIC VIOLATION,Traffic Fatality
492,PUBLIC INTOXICATION,Other Crime
563,TRAFFIC VIOLATION,Traffic Fatality
234,SHOPLIFTING,Other Crime
407,CYBERCRIME,Other Crime
493,EXTORTION,Other Crime
523,ARSON,Fire Accident
544,DRUG OFFENSE,Other Crime
221,CYBERCRIME,Other Crime
400,EXTORTION,Other Crime
201,VEHICLE - STOLEN,Violent Crime
103,VANDALISM,Other Crime
497,IDENTITY THEFT,Violent Crime
324,ARSON,Fire Accident
530,BURGLARY,Other Crime
254,ARSON,Fire Accident
471,ROBBERY,Violent Crime
319,COUNTERFEITING,Other Crime
181,COUNTERFEITING,Other Crime
321,DOMESTIC VIOLENCE,Violent Crime
320,SEXUAL ASSAULT,Violent Crime
578,ARSON,Fire Accident
246,COUNTERFEITING,Other Crime
317,DRUG OFFENSE,Other Crime
162,VANDALISM,Other Crime
517,TRAFFIC VIOLATION,Traffic Fatality
261,FRAUD,Other Crime
113,CYBERCRIME,Other Crime
294,ARSON,Fire Accident
491,PUBLIC INTOXICATION,Other Crime
200,SEXUAL ASSAULT,Violent Crime
303,PUBLIC INTOXICATION,Other Crime
433,ARSON,Fire Accident
192,ROBBERY,Violent Crime
270,VEHICLE - STOLEN,Violent Crime
249,EXTORTION,Other Crime
164,BURGLARY,Other Crime
244,SEXUAL ASSAULT,Violent Crime
148,FIREARM OFFENSE,Fire Accident
143,IDENTITY THEFT,Violent Crime
104,ROBBERY,Violent Crime
175,FIREARM OFFENSE,Fire Accident
419,TRAFFIC VIOLATION,Traffic Fatality
286,ILLEGAL POSSESSION,Other Crime
177,CYBERCRIME,Other Crime
135,ASSAULT,Violent Crime
203,DOMESTIC VIOLENCE,Violent Crime
425,PUBLIC INTOXICATION,Other Crime
310,IDENTITY THEFT,Violent Crime
244,IDENTITY THEFT,Violent Crime
256,KIDNAPPING,Other Crime
342,ASSAULT,Violent Crime
197,ARSON,Fire Accident
243,KIDNAPPING,Other Crime
415,DRUG OFFENSE,Other Crime
550,FIREARM OFFENSE,Fire Accident
528,SEXUAL ASSAULT,Violent Crime
384,HOMICIDE,Other Crime
230,FRAUD,Other Crime
561,EXTORTION,Other Crime
432,ROBBERY,Violent Crime
569,FIREARM OFFENSE,Fire Accident
163,ROBBERY,Violent Crime
173,HOMICIDE,Other Crime
203,ILLEGAL POSSESSION,Other Crime
375,FRAUD,Other Crime
205,IDENTITY THEFT,Violent Crime
556,DOMESTIC VIOLENCE,Violent Crime
336,FRAUD,Other Crime
339,SHOPLIFTING,Other Crime
577,KIDNAPPING,Other Crime
142,ILLEGAL POSSESSION,Other Crime
126,VANDALISM,Other Crime
546,KIDNAPPING,Other Crime
276,CYBERCRIME,Other Crime
307,FRAUD,Other Crime
584,SEXUAL ASSAULT,Violent Crime
566,DRUG OFFENSE,Other Crime
446,CYBERCRIME,Other Crime
141,ARSON,Fire Accident
402,DOMESTIC VIOLENCE,Violent Crime
434,KIDNAPPING,Other Crime
373,TRAFFIC VIOLATION,Traffic Fatality
480,ARSON,Fire Accident
125,FRAUD,Other Crime
344,BURGLARY,Other Crime
475,TRAFFIC VIOLATION,Traffic Fatality
404,ILLEGAL POSSESSION,Other Crime
381,ILLEGAL POSSESSION,Other Crime
535,SEXUAL ASSAULT,Violent Crime
592,SEXUAL ASSAULT,Violent Crime
289,KIDNAPPING,Other Crime
138,VEHICLE - STOLEN,Violent Crime
532,EXTORTION,Other Crime
415,CYBERCRIME,Other Crime
309,FRAUD,Other Crime
279,BURGLARY,Other Crime
127,COUNTERFEITING,Other Crime
146,HOMICIDE,Other Crime
467,SHOPLIFTING,Other Crime
236,FIREARM OFFENSE,Fire Accident
187,KIDNAPPING,Other Crime
126,TRAFFIC VIOLATION,Traffic Fatality
532,ILLEGAL POSSESSION,Other Crime
185,ARSON,Fire Accident
520,ROBBERY,Violent Crime
332,EXTORTION,Other Crime
427,TRAFFIC VIOLATION,Traffic Fatality
507,ROBBERY,Violent Crime
104,FIREARM OFFENSE,Fire Accident
116,KIDNAPPING,Other Crime
208,PUBLIC INTOXICATION,Other Crime
502,CYBERCRIME,Other Crime
116,FRAUD,Other Crime
468,DRUG OFFENSE,Other Crime
476,HOMICIDE,Other Crime
389,VANDALISM,Other Crime
296,TRAFFIC VIOLATION,Traffic Fatality
379,CYBERCRIME,Other Crime
263,COUNTERFEITING,Other Crime
227,DOMESTIC VIOLENCE,Violent Crime
271,EXTORTION,Other Crime
532,EXTORTION,Other Crime
284,EXTORTION,Other Crime
132,HOMICIDE,Other Crime
155,IDENTITY THEFT,Violent Crime
328,IDENTITY THEFT,Violent Crime
535,ASSAULT,Violent Crime
319,HOMICIDE,Other Crime
480,ASSAULT,Violent Crime
583,TRAFFIC VIOLATION,Traffic Fatality
599,DRUG OFFENSE,Other Crime
108,COUNTERFEITING,Other Crime
113,COUNTERFEITING,Other Crime
112,CYBERCRIME,Other Crime
513,ARSON,Fire Accident
135,SEXUAL ASSAULT,Violent Crime
428,KIDNAPPING,Other Crime
450,BURGLARY,Other Crime
488,DRUG OFFENSE,Other Crime
470,SEXUAL ASSAULT,Violent Crime
551,DOMESTIC VIOLENCE,Violent Crime
373,FIREARM OFFENSE,Fire Accident
443,ASSAULT,Violent Crime
510,TRAFFIC VIOLATION,Traffic Fatality
553,KIDNAPPING,Other Crime
215,DOMESTIC VIOLENCE,Violent Crime
492,ILLEGAL POSSESSION,Other Crime
514,DRUG OFFENSE,Other Crime
483,FIREARM OFFENSE,Fire Accident
565,SEXUAL ASSAULT,Violent Crime
562,CYBERCRIME,Other Crime
545,IDENTITY THEFT,Violent Crime
518,PUBLIC INTOXICATION,Other Crime
375,DOMESTIC VIOLENCE,Violent Crime
518,PUBLIC INTOXICATION,Other Crime
392,VANDALISM,Other Crime
360,VEHICLE - STOLEN,Violent Crime
546,EXTORTION,Other Crime
163,ARSON,Fire Accident
407,PUBLIC INTOXICATION,Other Crime
553,VANDALISM,Other Crime
591,KIDNAPPING,Other Crime
281,VEHICLE - STOLEN,Violent Crime
192,SHOPLIFTING,Other Crime
407,ARSON,Fire Accident
459,KIDNAPPING,Other Crime
331,SEXUAL ASSAULT,Violent Crime
315,ROBBERY,Violent Crime
308,ILLEGAL POSSESSION,Other Crime
228,DOMESTIC VIOLENCE,Violent Crime
264,BURGLARY,Other Crime
165,DOMESTIC VIOLENCE,Violent Crime
186,ROBBERY,Violent Crime
474,HOMICIDE,Other Crime
222,SHOPLIFTING,Other Crime
153,CYBERCRIME,Other Crime
125,SEXUAL ASSAULT,Violent Crime
395,FIREARM OFFENSE,Fire Accident
244,DRUG OFFENSE,Other Crime
252,FRAUD,Other Crime
579,ILLEGAL POSSESSION,Other Crime
567,ASSAULT,Violent Crime
293,IDENTITY THEFT,Violent Crime
443,SEXUAL ASSAULT,Violent Crime
468,SEXUAL ASSAULT,Violent Crime
479,BURGLARY,Other Crime
497,VANDALISM,Other Crime
489,ASSAULT,Violent Crime
534,VANDALISM,Other Crime
432,IDENTITY THEFT,Violent Crime
526,IDENTITY THEFT,Violent Crime
435,ASSAULT,Violent Crime
498,ROBBERY,Violent Crime
413,KIDNAPPING,Other Crime
287,EXTORTION,Other Crime
107,SEXUAL ASSAULT,Violent Crime
499,COUNTERFEITING,Other Crime
403,FRAUD,Other Crime
418,HOMICIDE,Other Crime
207,DRUG OFFENSE,Other Crime
359,SEXUAL ASSAULT,Violent Crime
567,PUBLIC INTOXICATION,Other Crime
416,PUBLIC INTOXICATION,Other Crime
244,DRUG OFFENSE,Other Crime
308,ILLEGAL POSSESSION,Other Crime
501,FIREARM OFFENSE,Fire Accident
214,SEXUAL ASSAULT,Violent Crime
519,DRUG OFFENSE,Other Crime
111,IDENTITY THEFT,Violent Crime
583,DOMESTIC VIOLENCE,Violent Crime
492,DOMESTIC VIOLENCE,Violent Crime
167,ROBBERY,Violent Crime
370,ARSON,Fire Accident
208,KIDNAPPING,Other Crime
272,ROBBERY,Violent Crime
206,SEXUAL ASSAULT,Violent Crime
418,PUBLIC INTOXICATION,Other Crime
250,IDENTITY THEFT,Violent Crime
366,ARSON,Fire Accident
451,BURGLARY,Other Crime
142,CYBERCRIME,Other Crime
141,KIDNAPPING,Other Crime
506,FIREARM OFFENSE,Fire Accident
531,IDENTITY THEFT,Violent Crime
519,PUBLIC INTOXICATION,Other Crime
548,EXTORTION,Other Crime
156,PUBLIC INTOXICATION,Other Crime
420,TRAFFIC VIOLATION,Traffic Fatality
386,DOMESTIC VIOLENCE,Violent Crime
104,TRAFFIC VIOLATION,Traffic Fatality
383,BURGLARY,Other Crime
443,DOMESTIC VIOLENCE,Violent Crime
382,HOMICIDE,Other Crime
431,COUNTERFEITING,Other Crime
312,ARSON,Fire Accident
338,FIREARM OFFENSE,Fire Accident
381,VEHICLE - STOLEN,Violent Crime
169,IDENTITY THEFT,Violent Crime
538,VANDALISM,Other Crime
210,SEXUAL ASSAULT,Violent Crime
241,VANDALISM,Other Crime
518,ASSAULT,Violent Crime
110,ILLEGAL POSSESSION,Other Crime
167,ARSON,Fire Accident
222,COUNTERFEITING,Other Crime
466,ASSAULT,Violent Crime
160,DOMESTIC VIOLENCE,Violent Crime
471,SHOPLIFTING,Other Crime
422,ASSAULT,Violent Crime
506,DRUG OFFENSE,Other Crime
499,ROBBERY,Violent Crime
402,COUNTERFEITING,Other Crime
157,HOMICIDE,Other Crime
107,ARSON,Fire Accident
103,FIREARM OFFENSE,Fire Accident
180,TRAFFIC VIOLATION,Traffic Fatality
207,DOMESTIC VIOLENCE,Violent Crime
214,SHOPLIFTING,Other Crime
323,DRUG OFFENSE,Other Crime
445,ROBBERY,Violent Crime
453,VANDALISM,Other Crime
408,VANDALISM,Other Crime
396,DRUG OFFENSE,Other Crime
194,IDENTITY THEFT,Violent Crime
370,PUBLIC INTOXICATION,Other Crime
565,FIREARM OFFENSE,Fire Accident
270,KIDNAPPING,Other Crime
199,VEHICLE - STOLEN,Violent Crime
129,EXTORTION,Other Crime
463,BURGLARY,Other Crime
304,KIDNAPPING,Other Crime
401,COUNTERFEITING,Other Crime
231,FIREARM OFFENSE,Fire Accident
510,VEHICLE - STOLEN,Violent Crime
552,CYBERCRIME,Other Crime
367,DOMESTIC VIOLENCE,Violent Crime
473,ROBBERY,Violent Crime
432,TRAFFIC VIOLATION,Traffic Fatality
116,PUBLIC INTOXICATION,Other Crime
340,HOMICIDE,Other Crime
438,DRUG OFFENSE,Other Crime
138,ARSON,Fire Accident
234,ROBBERY,Violent Crime
586,PUBLIC INTOXICATION,Other Crime
289,BURGLARY,Other Crime
501,PUBLIC INTOXICATION,Other Crime
156,SHOPLIFTING,Other Crime
138,TRAFFIC VIOLATION,Traffic Fatality
253,BURGLARY,Other Crime
311,VANDALISM,Other Crime
337,ROBBERY,Violent Crime
192,EXTORTION,Other Crime
186,DRUG OFFENSE,Other Crime
599,BURGLARY,Other Crime
482,SEXUAL ASSAULT,Violent Crime
420,DRUG OFFENSE,Other Crime
585,CYBERCRIME,Other Crime
150,BURGLARY,Other Crime
149,ILLEGAL POSSESSION,Other Crime
155,BURGLARY,Other Crime
241,ROBBERY,Violent Crime
570,ROBBERY,Violent Crime
194,TRAFFIC VIOLATION,Traffic Fatality
209,ARSON,Fire Accident
127,FRAUD,Other Crime
541,VANDALISM,Other Crime
517,COUNTERFEITING,Other Crime
195,SEXUAL ASSAULT,Violent Crime
520,EXTORTION,Other Crime
314,KIDNAPPING,Other Crime
461,SEXUAL ASSAULT,Violent Crime
476,FRAUD,Other Crime
260,FIREARM OFFENSE,Fire Accident
548,CYBERCRIME,Other Crime
312,KIDNAPPING,Other Crime
392,ILLEGAL POSSESSION,Other Crime
227,HOMICIDE,Other Crime
510,DOMESTIC VIOLENCE,Violent Crime
335,HOMICIDE,Other Crime
567,ARSON,Fire Accident
218,IDENTITY THEFT,Violent Crime
259,SHOPLIFTING,Other Crime
138,DOMESTIC VIOLENCE,Violent Crime
545,EXTORTION,Other Crime
590,DOMESTIC VIOLENCE,Violent Crime
256,ASSAULT,Violent Crime
305,VEHICLE - STOLEN,Violent Crime
554,ROBBERY,Violent Crime
408,PUBLIC INTOXICATION,Other Crime
130,TRAFFIC VIOLATION,Traffic Fatality
451,SHOPLIFTING,Other Crime
231,VEHICLE - STOLEN,Violent Crime
595,ARSON,Fire Accident
205,DOMESTIC VIOLENCE,Violent Crime
574,HOMICIDE,Other Crime
295,DRUG OFFENSE,Other Crime
302,ARSON,Fire Accident
283,COUNTERFEITING,Other Crime
500,DOMESTIC VIOLENCE,Violent Crime
362,TRAFFIC VIOLATION,Traffic Fatality
398,ASSAULT,Violent Crime
159,FIREARM OFFENSE,Fire Accident
191,PUBLIC INTOXICATION,Other Crime
370,IDENTITY THEFT,Violent Crime
120,ROBBERY,Violent Crime
533,ILLEGAL POSSESSION,Other Crime
413,HOMICIDE,Other Crime
184,DRUG OFFENSE,Other Crime
223,KIDNAPPING,Other Crime
261,ROBBERY,Violent Crime
112,PUBLIC INTOXICATION,Other Crime
540,TRAFFIC VIOLATION,Traffic Fatality
138,KIDNAPPING,Other Crime
176,SEXUAL ASSAULT,Violent Crime
471,HOMICIDE,Other Crime
416,CYBERCRIME,Other Crime
506,CYBERCRIME,Other Crime
263,TRAFFIC VIOLATION,Traffic Fatality
190,PUBLIC INTOXICATION,Other Crime
239,COUNTERFEITING,Other Crime
494,DOMESTIC VIOLENCE,Violent Crime
104,KIDNAPPING,Other Crime
281,VANDALISM,Other Crime
213,FIREARM OFFENSE,Fire Accident
272,PUBLIC INTOXICATION,Other Crime
492,FIREARM OFFENSE,Fire Accident
567,VANDALISM,Other Crime
391,BURGLARY,Other Crime
420,VEHICLE - STOLEN,Violent Crime
163,ASSAULT,Violent Crime
296,VEHICLE - STOLEN,Violent Crime
568,DOMESTIC VIOLENCE,Violent Crime
418,FRAUD,Other Crime
213,ILLEGAL POSSESSION,Other Crime
309,CYBERCRIME,Other Crime
379,VANDALISM,Other Crime
182,SHOPLIFTING,Other Crime
228,VEHICLE - STOLEN,Violent Crime
591,DRUG OFFENSE,Other Crime
342,FRAUD,Other Crime
286,EXTORTION,Other Crime
461,VEHICLE - STOLEN,Violent Crime
527,ROBBERY,Violent Crime
583,VEHICLE - STOLEN,Violent Crime
492,BURGLARY,Other Crime
457,FRAUD,Other Crime
283,KIDNAPPING,Other Crime
519,COUNTERFEITING,Other Crime
132,FRAUD,Other Crime
152,VANDALISM,Other Crime
323,VANDALISM,Other Crime
311,ASSAULT,Violent Crime
292,FIREARM OFFENSE,Fire Accident
535,COUNTERFEITING,Other Crime
439,TRAFFIC VIOLATION,Traffic Fatality
340,KIDNAPPING,Other Crime
380,PUBLIC INTOXICATION,Other Crime
273,FRAUD,Other Crime
559,FRAUD,Other Crime
491,VANDALISM,Other Crime
150,SHOPLIFTING,Other Crime
465,ASSAULT,Violent Crime
437,KIDNAPPING,Other Crime
151,TRAFFIC VIOLATION,Traffic Fatality
372,ASSAULT,Violent Crime
221,HOMICIDE,Other Crime
136,ARSON,Fire Accident
147,SHOPLIFTING,Other Crime
161,IDENTITY THEFT,Violent Crime
234,COUNTERFEITING,Other Crime
544,FIREARM OFFENSE,Fire Accident
595,ILLEGAL POSSESSION,Other Crime
357,FRAUD,Other Crime
185,CYBERCRIME,Other Crime
123,SHOPLIFTING,Other Crime
490,ASSAULT,Violent Crime
294,HOMICIDE,Other Crime
135,ASSAULT,Violent Crime
346,ARSON,Fire Accident
351,HOMICIDE,Other Crime
200,PUBLIC INTOXICATION,Other Crime
228,KIDNAPPING,Other Crime
500,DRUG OFFENSE,Other Crime
296,VANDALISM,Other Crime
251,ILLEGAL POSSESSION,Other Crime
521,DOMESTIC VIOLENCE,Violent Crime
481,VEHICLE - STOLEN,Violent Crime
251,TRAFFIC VIOLATION,Traffic Fatality
498,ASSAULT,Violent Crime
447,ILLEGAL POSSESSION,Other Crime
496,ILLEGAL POSSESSION,Other Crime
557,ARSON,Fire Accident
394,VANDALISM,Other Crime
523,ROBBERY,Violent Crime
553,ILLEGAL POSSESSION,Other Crime
119,FRAUD,Other Crime
309,ILLEGAL POSSESSION,Other Crime
239,CYBERCRIME,Other Crime
229,ASSAULT,Violent Crime
180,EXTORTION,Other Crime
518,CYBERCRIME,Other Crime
239,CYBERCRIME,Other Crime
473,HOMICIDE,Other Crime
147,ROBBERY,Violent Crime
293,KIDNAPPING,Other Crime
146,FRAUD,Other Crime
537,FIREARM OFFENSE,Fire Accident
451,ARSON,Fire Accident
306,FRAUD,Other Crime
404,HOMICIDE,Other Crime
481,BURGLARY,Other Crime
423,DRUG OFFENSE,Other Crime
173,FIREARM OFFENSE,Fire Accident
217,ILLEGAL POSSESSION,Other Crime
272,FIREARM OFFENSE,Fire Accident
144,ILLEGAL POSSESSION,Other Crime
580,CYBERCRIME,Other Crime
403,ROBBERY,Violent Crime
339,COUNTERFEITING,Other Crime
215,BURGLARY,Other Crime
539,COUNTERFEITING,Other Crime
512,ARSON,Fire Accident
310,SHOPLIFTING,Other Crime
545,VANDALISM,Other Crime
280,ASSAULT,Violent Crime
311,VANDALISM,Other Crime
110,ROBBERY,Violent Crime
495,ASSAULT,Violent Crime
388,PUBLIC INTOXICATION,Other Crime
403,ASSAULT,Violent Crime
236,KIDNAPPING,Other Crime
545,ROBBERY,Violent Crime
563,ASSAULT,Violent Crime
496,CYBERCRIME,Other Crime
550,VANDALISM,Other Crime
452,IDENTITY THEFT,Violent Crime
115,VANDALISM,Other Crime
558,TRAFFIC VIOLATION,Traffic Fatality
215,FRAUD,Other Crime
514,ASSAULT,Violent Crime
310,FRAUD,Other Crime
143,COUNTERFEITING,Other Crime
325,ROBBERY,Violent Crime
185,EXTORTION,Other Crime
230,ROBBERY,Violent Crime
586,ROBBERY,Violent Crime
382,FIREARM OFFENSE,Fire Accident
416,PUBLIC INTOXICATION,Other Crime
421,ARSON,Fire Accident
354,FIREARM OFFENSE,Fire Accident
262,SHOPLIFTING,Other Crime
551,EXTORTION,Other Crime
513,ILLEGAL POSSESSION,Other Crime
119,ASSAULT,Violent Crime
361,CYBERCRIME,Other Crime
262,ASSAULT,Violent Crime
419,CYBERCRIME,Other Crime
480,SHOPLIFTING,Other Crime
410,ILLEGAL POSSESSION,Other Crime
225,SHOPLIFTING,Other Crime
342,BURGLARY,Other Crime
374,PUBLIC INTOXICATION,Other Crime
193,TRAFFIC VIOLATION,Traffic Fatality
541,TRAFFIC VIOLATION,Traffic Fatality
195,SHOPLIFTING,Other Crime
146,IDENTITY THEFT,Violent Crime
445,ILLEGAL POSSESSION,Other Crime
137,VEHICLE - STOLEN,Violent Crime
274,ROBBERY,Violent Crime
110,DOMESTIC VIOLENCE,Violent Crime
502,IDENTITY THEFT,Violent Crime
447,SHOPLIFTING,Other Crime
396,COUNTERFEITING,Other Crime
505,BURGLARY,Other Crime
248,ASSAULT,Violent Crime
531,SEXUAL ASSAULT,Violent Crime
581,PUBLIC INTOXICATION,Other Crime
575,KIDNAPPING,Other Crime
562,DOMESTIC VIOLENCE,Violent Crime
269,ROBBERY,Violent Crime
305,TRAFFIC VIOLATION,Traffic Fatality
495,IDENTITY THEFT,Violent Crime
479,CYBERCRIME,Other Crime
367,CYBERCRIME,Other Crime
131,ROBBERY,Violent Crime
486,COUNTERFEITING,Other Crime
579,TRAFFIC VIOLATION,Traffic Fatality
451,ILLEGAL POSSESSION,Other Crime
527,ILLEGAL POSSESSION,Other Crime
572,CYBERCRIME,Other Crime
305,EXTORTION,Other Crime
432,KIDNAPPING,Other Crime
294,DRUG OFFENSE,Other Crime
297,KIDNAPPING,Other Crime
519,KIDNAPPING,Other Crime
480,BURGLARY,Other Crime
206,FIREARM OFFENSE,Fire Accident
520,VANDALISM,Other Crime
559,IDENTITY THEFT,Violent Crime
122,BURGLARY,Other Crime
220,VANDALISM,Other Crime
389,FIREARM OFFENSE,Fire Accident
258,ASSAULT,Violent Crime
378,VANDALISM,Other Crime
117,VEHICLE - STOLEN,Violent Crime
355,ARSON,Fire Accident
501,ROBBERY,Violent Crime
169,ASSAULT,Violent Crime
390,DRUG OFFENSE,Other Crime
576,EXTORTION,Other Crime
546,PUBLIC INTOXICATION,Other Crime
132,FRAUD,Other Crime
259,FIREARM OFFENSE,Fire Accident
224,KIDNAPPING,Other Crime
216,BURGLARY,Other Crime
468,IDENTITY THEFT,Violent Crime
219,ARSON,Fire Accident
162,EXTORTION,Other Crime
558,ASSAULT,Violent Crime
154,VANDALISM,Other Crime
473,ILLEGAL POSSESSION,Other Crime
472,FIREARM OFFENSE,Fire Accident
288,ROBBERY,Violent Crime
518,DRUG OFFENSE,Other Crime
420,DOMESTIC VIOLENCE,Violent Crime
517,ARSON,Fire Accident
333,HOMICIDE,Other Crime
469,FRAUD,Other Crime
471,EXTORTION,Other Crime
426,COUNTERFEITING,Other Crime
103,VEHICLE - STOLEN,Violent Crime
509,COUNTERFEITING,Other Crime
375,ROBBERY,Violent Crime
244,VEHICLE - STOLEN,Violent Crime
439,SEXUAL ASSAULT,Violent Crime
158,PUBLIC INTOXICATION,Other Crime
152,ROBBERY,Violent Crime
251,HOMICIDE,Other Crime
525,PUBLIC INTOXICATION,Other Crime
353,ASSAULT,Violent Crime
224,SEXUAL ASSAULT,Violent Crime
228,ARSON,Fire Accident
432,ILLEGAL POSSESSION,Other Crime
383,ILLEGAL POSSESSION,Other Crime
591,VANDALISM,Other Crime
261,ASSAULT,Violent Crime
582,COUNTERFEITING,Other Crime
464,SHOPLIFTING,Other Crime
108,PUBLIC INTOXICATION,Other Crime
263,PUBLIC INTOXICATION,Other Crime
485,CYBERCRIME,Other Crime
429,ROBBERY,Violent Crime
480,TRAFFIC VIOLATION,Traffic Fatality
116,EXTORTION,Other Crime
191,SEXUAL ASSAULT,Violent Crime
572,VANDALISM,Other Crime
486,ARSON,Fire Accident
373,VEHICLE - STOLEN,Violent Crime
515,IDENTITY THEFT,Violent Crime
175,SHOPLIFTING,Other Crime
197,CYBERCRIME,Other Crime
592,SEXUAL ASSAULT,Violent Crime
